study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB28065	ERP110230	SAMEA4815965	ERS2635862	ERX2737847	ERR2724080	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	372108	224009016	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_621_lib80631	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_621_lib80631	run_NG-8305_621_lib80631	65530961;67016163	ca36d7351b409244bc9175e7c3755f2d;2b5c21b965f993f3f8993372e96523d8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724080/ERR2724080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724080/ERR2724080_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/000/ERR2724080/ERR2724080_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/000/ERR2724080/ERR2724080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724080/ERR2724080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2724080/ERR2724080_2.fastq.gz	48258427;50571889	3666a4006dd9426cf1f01664d5acb11a;1b638e7158d6108ba1ecdef2e032605a	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724080/NG-8305_621_lib80631_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724080/NG-8305_621_lib80631_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724080/NG-8305_621_lib80631_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724080/NG-8305_621_lib80631_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724080/NG-8305_621_lib80631_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724080/NG-8305_621_lib80631_4017_1_2.fastq.bz2	FASTQ;FASTQ	137451421	373f1d9a12eb368f5cbd470889984b63	ftp.sra.ebi.ac.uk/vol1/err/ERR272/000/ERR2724080	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/000/ERR2724080	ftp.sra.ebi.ac.uk/vol1/err/ERR272/000/ERR2724080				NG-8305_621_lib80631		Cattle rumen microbiota for NG-8305_621_lib80631	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4815966	ERS2635863	ERX2737848	ERR2724081	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	571467	344023134	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_632_lib82126	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_632_lib82126	run_NG-8305_632_lib82126	74508299;86703491	5df246d1a8a5249f46b678d1d9959d13;1b4246a3964cef640686b7cedc4456b1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724081/ERR2724081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724081/ERR2724081_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/001/ERR2724081/ERR2724081_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/001/ERR2724081/ERR2724081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724081/ERR2724081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2724081/ERR2724081_2.fastq.gz	57062009;66642352	56c8b658575204ec9cc855f718ed7579;977245b12243302cb57aa0d099649e2f	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724081/NG-8305_632_lib82126_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724081/NG-8305_632_lib82126_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724081/NG-8305_632_lib82126_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724081/NG-8305_632_lib82126_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724081/NG-8305_632_lib82126_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724081/NG-8305_632_lib82126_4017_2_2.fastq.bz2	FASTQ;FASTQ	202264034	033ada177e595879f45c74ef809b1151	ftp.sra.ebi.ac.uk/vol1/err/ERR272/001/ERR2724081	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/001/ERR2724081	ftp.sra.ebi.ac.uk/vol1/err/ERR272/001/ERR2724081				NG-8305_632_lib82126		Cattle rumen microbiota for NG-8305_632_lib82126	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4815967	ERS2635864	ERX2737849	ERR2724082	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	606819	365305038	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_651_lib80661	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_651_lib80661	run_NG-8305_651_lib80661	106464419;109581010	6908f28541f61c1ad376fbb815672b7d;e12e415179bdaf69a00ad16bb0194da3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724082/ERR2724082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724082/ERR2724082_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2724082/ERR2724082_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2724082/ERR2724082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724082/ERR2724082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2724082/ERR2724082_2.fastq.gz	78550965;82965036	35466250646fe2561e0cac9baf4262e3;f779b50f948e93a5459263e674483ea1	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724082/NG-8305_651_lib80661_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724082/NG-8305_651_lib80661_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724082/NG-8305_651_lib80661_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724082/NG-8305_651_lib80661_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724082/NG-8305_651_lib80661_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724082/NG-8305_651_lib80661_4017_1_2.fastq.bz2	FASTQ;FASTQ	224228843	f13755a978407b760c31e5aaf4207340	ftp.sra.ebi.ac.uk/vol1/err/ERR272/002/ERR2724082	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/002/ERR2724082	ftp.sra.ebi.ac.uk/vol1/err/ERR272/002/ERR2724082				NG-8305_651_lib80661		Cattle rumen microbiota for NG-8305_651_lib80661	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4815968	ERS2635865	ERX2737850	ERR2724083	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	640380	385508760	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_387_c	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_387_c	run_NG-8305_387_c	114134617;116354675	16d7e8c0bf8daac8bb479107d6704971;5179ccdace9b1b9bcba579562599aff4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724083/ERR2724083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724083/ERR2724083_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/003/ERR2724083/ERR2724083_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/003/ERR2724083/ERR2724083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724083/ERR2724083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2724083/ERR2724083_2.fastq.gz	84372606;87939025	e2de339c32714f1e313713ce40b9996e;7b5042f3975cc1da1e703da53b991f19	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724083/NG-8305_387_c_lib80617_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724083/NG-8305_387_c_lib80617_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724083/NG-8305_387_c_lib80617_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724083/NG-8305_387_c_lib80617_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724083/NG-8305_387_c_lib80617_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724083/NG-8305_387_c_lib80617_4017_1_2.fastq.bz2	FASTQ;FASTQ	237523675	fb823c9e5e7e290d4301c221d4b2f6d0	ftp.sra.ebi.ac.uk/vol1/err/ERR272/003/ERR2724083	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/003/ERR2724083	ftp.sra.ebi.ac.uk/vol1/err/ERR272/003/ERR2724083				NG-8305_387_c		Cattle rumen microbiota for NG-8305_387_c	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4815968	ERS2635865	ERX2737850	ERR2724084	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	593371	357209342	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_387_c	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_387_c	run_NG-8305_387_c2	76029270;88291265	80bdd36e327a8d57e39046e48560b83d;e33b7cb546306039a0b958251323424e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724084/ERR2724084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724084/ERR2724084_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/004/ERR2724084/ERR2724084_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/004/ERR2724084/ERR2724084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724084/ERR2724084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2724084/ERR2724084_2.fastq.gz	58866938;67788850	f9882ea1090819e100ab57d60cf273e7;ca0231f5b81d63c157fc51e20048a908	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724084/NG-8305_387_c_lib82101_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724084/NG-8305_387_c_lib82101_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724084/NG-8305_387_c_lib82101_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724084/NG-8305_387_c_lib82101_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724084/NG-8305_387_c_lib82101_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724084/NG-8305_387_c_lib82101_4017_2_2.fastq.bz2	FASTQ;FASTQ	210330984	4ca38b957700e6c20d05de85209fa589	ftp.sra.ebi.ac.uk/vol1/err/ERR272/004/ERR2724084	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/004/ERR2724084	ftp.sra.ebi.ac.uk/vol1/err/ERR272/004/ERR2724084				NG-8305_387_c		Cattle rumen microbiota for NG-8305_387_c	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4815969	ERS2635866	ERX2737851	ERR2724085	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	675745	406798490	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_634_lib82128	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_634_lib82128	run_NG-8305_634_lib82128	84762274;99117023	a770df176cec9456ba144ad772cc1653;d160a89c7edd7280dbf73dba67019fa9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724085/ERR2724085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724085/ERR2724085_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/005/ERR2724085/ERR2724085_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/005/ERR2724085/ERR2724085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724085/ERR2724085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2724085/ERR2724085_2.fastq.gz	65456326;76270773	ec8f44373a8517c4802f34a350f7a9a5;b54a349364abb6297593113aac6209e6	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724085/NG-8305_634_lib82128_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724085/NG-8305_634_lib82128_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724085/NG-8305_634_lib82128_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724085/NG-8305_634_lib82128_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724085/NG-8305_634_lib82128_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724085/NG-8305_634_lib82128_4017_2_2.fastq.bz2	FASTQ;FASTQ	237927301	77110571d065c2dd2360397241b2d7c1	ftp.sra.ebi.ac.uk/vol1/err/ERR272/005/ERR2724085	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/005/ERR2724085	ftp.sra.ebi.ac.uk/vol1/err/ERR272/005/ERR2724085				NG-8305_634_lib82128		Cattle rumen microbiota for NG-8305_634_lib82128	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4815970	ERS2635867	ERX2737852	ERR2724086	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	538278	324043356	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_624_lib82118	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_624_lib82118	run_NG-8305_624_lib82118	65738665;76634791	dde9b140433e40cc33711c84ebcfa0e1;1205e09ce193cd0d8073a5f1f6d90d20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724086/ERR2724086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724086/ERR2724086_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/006/ERR2724086/ERR2724086_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/006/ERR2724086/ERR2724086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724086/ERR2724086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2724086/ERR2724086_2.fastq.gz	50750048;58986879	03dc82ec1ccb93315b85a849a3fe9aa1;08b48ef234cc0a108ea417412ffbe96f	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724086/NG-8305_624_lib82118_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724086/NG-8305_624_lib82118_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724086/NG-8305_624_lib82118_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724086/NG-8305_624_lib82118_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724086/NG-8305_624_lib82118_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724086/NG-8305_624_lib82118_4017_2_2.fastq.bz2	FASTQ;FASTQ	187555140	9fa220e342e5c623f83d807e7e0fa215	ftp.sra.ebi.ac.uk/vol1/err/ERR272/006/ERR2724086	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/006/ERR2724086	ftp.sra.ebi.ac.uk/vol1/err/ERR272/006/ERR2724086				NG-8305_624_lib82118		Cattle rumen microbiota for NG-8305_624_lib82118	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4815971	ERS2635868	ERX2737853	ERR2724087	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	487973	293759746	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_655_lib80665	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_655_lib80665	run_NG-8305_655_lib80665	87800034;89727239	3af7a2b5c4eb964c3206ac9000546ad2;b482494503a7df37e0a808c59db55387	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724087/ERR2724087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724087/ERR2724087_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/007/ERR2724087/ERR2724087_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/007/ERR2724087/ERR2724087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724087/ERR2724087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2724087/ERR2724087_2.fastq.gz	64964329;67735943	834d7222ad0726840d321fcd271f2183;be71c6dcc0b727a3bac281764a8d7a19	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724087/NG-8305_655_lib80665_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724087/NG-8305_655_lib80665_4017_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724087/NG-8305_655_lib80665_4017_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724087/NG-8305_655_lib80665_4017_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724087/NG-8305_655_lib80665_4017_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724087/NG-8305_655_lib80665_4017_1_2.fastq.bz2	FASTQ;FASTQ	180816675	7e6a319fc2060777858303da5cd5b90e	ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2724087	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/007/ERR2724087	ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2724087				NG-8305_655_lib80665		Cattle rumen microbiota for NG-8305_655_lib80665	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4815972	ERS2635869	ERX2737854	ERR2724088	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	932159	561159718	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_630_lib82124	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_630_lib82124	run_NG-8305_630_lib82124	114345002;133203086	2e62b2a35d913617eb78859a4aa7a207;8ba770454f9e40e14d7366ed03c8c89c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724088/ERR2724088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724088/ERR2724088_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/008/ERR2724088/ERR2724088_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/008/ERR2724088/ERR2724088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724088/ERR2724088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2724088/ERR2724088_2.fastq.gz	87808658;102076945	ce32e3aac533450643e61d86d139c21b;aff9aab58ec76fc472f8d11ce9306a88	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724088/NG-8305_630_lib82124_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724088/NG-8305_630_lib82124_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724088/NG-8305_630_lib82124_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724088/NG-8305_630_lib82124_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724088/NG-8305_630_lib82124_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724088/NG-8305_630_lib82124_4017_2_2.fastq.bz2	FASTQ;FASTQ	323290940	aec481b75bfd8e19105deaf32877592c	ftp.sra.ebi.ac.uk/vol1/err/ERR272/008/ERR2724088	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/008/ERR2724088	ftp.sra.ebi.ac.uk/vol1/err/ERR272/008/ERR2724088				NG-8305_630_lib82124		Cattle rumen microbiota for NG-8305_630_lib82124	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4815973	ERS2635870	ERX2737855	ERR2724089	ERA1556445	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	526225	316787450	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8305_391_c	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8305_391_c	run_NG-8305_391_c	67909342;78508327	167bdc3499e10f259728aa623eb107fe;251256f807478e8b1e82a84e687c7e12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724089/ERR2724089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724089/ERR2724089_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/009/ERR2724089/ERR2724089_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/009/ERR2724089/ERR2724089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724089/ERR2724089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2724089/ERR2724089_2.fastq.gz	52386689;60317315	91108572a75a1b56f996a15a17e52023;99004c345b6873e6a9ffb15c6cc9384e	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724089/NG-8305_391_c_lib82105_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724089/NG-8305_391_c_lib82105_4017_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724089/NG-8305_391_c_lib82105_4017_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2724089/NG-8305_391_c_lib82105_4017_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724089/NG-8305_391_c_lib82105_4017_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2724089/NG-8305_391_c_lib82105_4017_2_2.fastq.bz2	FASTQ;FASTQ	186126592	0e2b352b1a5c439dffe2ca845c407ebf	ftp.sra.ebi.ac.uk/vol1/err/ERR272/009/ERR2724089	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/009/ERR2724089	ftp.sra.ebi.ac.uk/vol1/err/ERR272/009/ERR2724089				NG-8305_391_c		Cattle rumen microbiota for NG-8305_391_c	0	2018-08-03
