study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB28065	ERP110230	SAMEA4817608	ERS2637503	ERX2739480	ERR2726035	ERA1556464	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	718887	432769974	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8395_25a_lib84570	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8395_25a_lib84570	run_NG-8395_25a_lib84570	131080751;133342612	c03f55d32084bfee0e4af23f3ea0b0ae;fab44b2ab5b2b59ad50f4c7135325ac5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2726035/ERR2726035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2726035/ERR2726035_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/005/ERR2726035/ERR2726035_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/005/ERR2726035/ERR2726035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2726035/ERR2726035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/005/ERR2726035/ERR2726035_2.fastq.gz	98850590;101377850	4115ab06fc06796f2b542861da45264c;28da8abd955c4ddf07cf286b87fe6a9d	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726035/NG-8395_25a_lib84570_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726035/NG-8395_25a_lib84570_3928_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726035/NG-8395_25a_lib84570_3928_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726035/NG-8395_25a_lib84570_3928_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726035/NG-8395_25a_lib84570_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726035/NG-8395_25a_lib84570_3928_2_2.fastq.bz2	FASTQ;FASTQ	272884210	82c607bb79551421d85f4128ee186767	ftp.sra.ebi.ac.uk/vol1/err/ERR272/005/ERR2726035	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/005/ERR2726035	ftp.sra.ebi.ac.uk/vol1/err/ERR272/005/ERR2726035				NG-8395_25a_lib84570		Cattle rumen microbiota for NG-8395_25a_lib84570	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817609	ERS2637504	ERX2739481	ERR2726036	ERA1556464	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	720898	433980596	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8395_45a_lib84610	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8395_45a_lib84610	run_NG-8395_45a_lib84610	130910132;133449145	b5c2b34b01b5a3f17e2cde2c380fc4b8;701f0df91e9bca8079ffdb48298f9afa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2726036/ERR2726036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2726036/ERR2726036_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/006/ERR2726036/ERR2726036_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/006/ERR2726036/ERR2726036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2726036/ERR2726036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/006/ERR2726036/ERR2726036_2.fastq.gz	98962602;101755229	c4c4e02c5769ec1ae6c2c7d1d7cf7f6c;e1e981f1fd9359dfd4288463c65a911c	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726036/NG-8395_45a_lib84610_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726036/NG-8395_45a_lib84610_3928_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726036/NG-8395_45a_lib84610_3928_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726036/NG-8395_45a_lib84610_3928_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726036/NG-8395_45a_lib84610_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726036/NG-8395_45a_lib84610_3928_2_2.fastq.bz2	FASTQ;FASTQ	274217448	0def8c9531e11fc1058bb8fbc9351cc9	ftp.sra.ebi.ac.uk/vol1/err/ERR272/006/ERR2726036	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/006/ERR2726036	ftp.sra.ebi.ac.uk/vol1/err/ERR272/006/ERR2726036				NG-8395_45a_lib84610		Cattle rumen microbiota for NG-8395_45a_lib84610	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817610	ERS2637505	ERX2739482	ERR2726037	ERA1556464	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	692324	416779048	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8395_37b_lib84595	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8395_37b_lib84595	run_NG-8395_37b_lib84595	103896680;121484618	9bc6c70d1d859b593263ba4f605895da;2a2b7908488b3ecd468466d9b074ee47	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2726037/ERR2726037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2726037/ERR2726037_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/007/ERR2726037/ERR2726037_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/007/ERR2726037/ERR2726037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2726037/ERR2726037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/007/ERR2726037/ERR2726037_2.fastq.gz	81767400;95193937	c4f51c7250458651341823f552e9c32c;8f324edeae163bad38d429cec9673bfc	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726037/NG-8395_37b_lib84595_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726037/NG-8395_37b_lib84595_3928_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726037/NG-8395_37b_lib84595_3928_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726037/NG-8395_37b_lib84595_3928_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726037/NG-8395_37b_lib84595_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726037/NG-8395_37b_lib84595_3928_2_2.fastq.bz2	FASTQ;FASTQ	265721683	db2049afcefa7d4fd45c8def9a2e6dde	ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2726037	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/007/ERR2726037	ftp.sra.ebi.ac.uk/vol1/err/ERR272/007/ERR2726037				NG-8395_37b_lib84595		Cattle rumen microbiota for NG-8395_37b_lib84595	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817611	ERS2637506	ERX2739483	ERR2726038	ERA1556464	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	673934	405708268	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8395_9a_lib84538	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8395_9a_lib84538	run_NG-8395_9a_lib84538	123146695;126603527	a93fad736b67179a089b035d6f2538b3;f0751af78aa005aabd69c3942377a9d6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2726038/ERR2726038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2726038/ERR2726038_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/008/ERR2726038/ERR2726038_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/008/ERR2726038/ERR2726038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2726038/ERR2726038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/008/ERR2726038/ERR2726038_2.fastq.gz	93106108;96532893	2ec6690e850578551babb2d68df0cf30;b82406a59239fec35f84f100c3e00d9c	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726038/NG-8395_9a_lib84538_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726038/NG-8395_9a_lib84538_3928_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726038/NG-8395_9a_lib84538_3928_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726038/NG-8395_9a_lib84538_3928_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726038/NG-8395_9a_lib84538_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726038/NG-8395_9a_lib84538_3928_2_2.fastq.bz2	FASTQ;FASTQ	256322545	72856b49be6ab0514edd296f74107727	ftp.sra.ebi.ac.uk/vol1/err/ERR272/008/ERR2726038	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/008/ERR2726038	ftp.sra.ebi.ac.uk/vol1/err/ERR272/008/ERR2726038				NG-8395_9a_lib84538		Cattle rumen microbiota for NG-8395_9a_lib84538	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817612	ERS2637507	ERX2739484	ERR2726039	ERA1556464	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	736770	443535540	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8395_24b_lib84569	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8395_24b_lib84569	run_NG-8395_24b_lib84569	109091495;128925430	8b568f0cca10c993107f2b82ba3d47e9;d8bcc8a8a24d0540edc7cfa608b054be	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2726039/ERR2726039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2726039/ERR2726039_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/009/ERR2726039/ERR2726039_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/009/ERR2726039/ERR2726039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2726039/ERR2726039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/009/ERR2726039/ERR2726039_2.fastq.gz	85668241;100855348	39b99c955d12807e4cc1a6e371ba63f8;9763b4c630b37ca0667118b4b223a4cc	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726039/NG-8395_24b_lib84569_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726039/NG-8395_24b_lib84569_3928_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726039/NG-8395_24b_lib84569_3928_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726039/NG-8395_24b_lib84569_3928_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726039/NG-8395_24b_lib84569_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726039/NG-8395_24b_lib84569_3928_2_2.fastq.bz2	FASTQ;FASTQ	282217682	4b9161a62b4937b295ee1046ad222712	ftp.sra.ebi.ac.uk/vol1/err/ERR272/009/ERR2726039	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/009/ERR2726039	ftp.sra.ebi.ac.uk/vol1/err/ERR272/009/ERR2726039				NG-8395_24b_lib84569		Cattle rumen microbiota for NG-8395_24b_lib84569	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817613	ERS2637508	ERX2739485	ERR2726040	ERA1556464	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	750656	451894912	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of NG-8395_31a_lib84582	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for NG-8395_31a_lib84582	run_NG-8395_31a_lib84582	137487936;138925144	36fffc0ce3929043937fc9f2f22e7d31;e374d6d8e49bd3b07e3e89426a9b6b52	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2726040/ERR2726040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2726040/ERR2726040_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/000/ERR2726040/ERR2726040_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/000/ERR2726040/ERR2726040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2726040/ERR2726040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/000/ERR2726040/ERR2726040_2.fastq.gz	103143532;105319299	5c2a0ca5328d5b2b1f45f0ca509e7d8c;4ef12111b2d57ad53d947ae18ea93846	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726040/NG-8395_31a_lib84582_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726040/NG-8395_31a_lib84582_3928_2_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726040/NG-8395_31a_lib84582_3928_2_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726040/NG-8395_31a_lib84582_3928_2_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726040/NG-8395_31a_lib84582_3928_2_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726040/NG-8395_31a_lib84582_3928_2_2.fastq.bz2	FASTQ;FASTQ	284439228	ff66d58ee89f743a14ab4a63f0eafeaf	ftp.sra.ebi.ac.uk/vol1/err/ERR272/000/ERR2726040	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/000/ERR2726040	ftp.sra.ebi.ac.uk/vol1/err/ERR272/000/ERR2726040				NG-8395_31a_lib84582		Cattle rumen microbiota for NG-8395_31a_lib84582	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817614	ERS2637509	ERX2739486	ERR2726041	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	70806	42625212	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_359_Bact	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_359_Bact	run_IC-2059_359_Bact	13858867;16495589	884556933a200c48b0bbaf6be6346691;132a4c8567cebce48466e155db0f3110	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2726041/ERR2726041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2726041/ERR2726041_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/001/ERR2726041/ERR2726041_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/001/ERR2726041/ERR2726041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2726041/ERR2726041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/001/ERR2726041/ERR2726041_2.fastq.gz	10794354;13143568	0abed1861c52a604c8227fc5cd425c13;0fd81d9a7ba59607e7d5f1ddc1fad726	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726041/IC-2059_359_Bact_lib49270_3294_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726041/IC-2059_359_Bact_lib49270_3294_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726041/IC-2059_359_Bact_lib49270_3294_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726041/IC-2059_359_Bact_lib49270_3294_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726041/IC-2059_359_Bact_lib49270_3294_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726041/IC-2059_359_Bact_lib49270_3294_1_2.fastq.bz2	FASTQ;FASTQ	30544708	635f3a6f8590fbd0f09ad54e6ede70fb	ftp.sra.ebi.ac.uk/vol1/err/ERR272/001/ERR2726041	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/001/ERR2726041	ftp.sra.ebi.ac.uk/vol1/err/ERR272/001/ERR2726041				IC-2059_359_Bact		Cattle rumen microbiota for IC-2059_359_Bact	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817614	ERS2637509	ERX2739486	ERR2726042	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	66505	40036010	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_359_Bact	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_359_Bact	run_IC-2059_359_Bact2	13041349;15948702	729bcf494243d1c4a70573085f9f040a;9c4bc2459dacfd820d4a5d0b1f75132e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2726042/ERR2726042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2726042/ERR2726042_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2726042/ERR2726042_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/002/ERR2726042/ERR2726042_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2726042/ERR2726042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/002/ERR2726042/ERR2726042_2.fastq.gz	9969196;12628693	d765c1f4687f2a3b0eb320b574d1e6fe;cd2ef3b65c95435658cf262064118d26	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726042/IC-2059_359_Bact_lib49270_3143_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726042/IC-2059_359_Bact_lib49270_3143_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726042/IC-2059_359_Bact_lib49270_3143_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726042/IC-2059_359_Bact_lib49270_3143_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726042/IC-2059_359_Bact_lib49270_3143_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726042/IC-2059_359_Bact_lib49270_3143_1_2.fastq.bz2	FASTQ;FASTQ	28833656	8bc2093f81af17141e9e2abe0a98ab1c	ftp.sra.ebi.ac.uk/vol1/err/ERR272/002/ERR2726042	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/002/ERR2726042	ftp.sra.ebi.ac.uk/vol1/err/ERR272/002/ERR2726042				IC-2059_359_Bact		Cattle rumen microbiota for IC-2059_359_Bact	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817615	ERS2637510	ERX2739487	ERR2726043	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	185383	111600566	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_474_Arch	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_474_Arch	run_IC-2059_474_Arch	25150326;35943299	c3ca1233617cda12873b94cd313a4f75;306ccc15e5f0ade2bd947c6691d3fb34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2726043/ERR2726043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2726043/ERR2726043_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/003/ERR2726043/ERR2726043_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/003/ERR2726043/ERR2726043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2726043/ERR2726043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/003/ERR2726043/ERR2726043_2.fastq.gz	20053045;28977089	5395306014a85bbe262574d0148412bd;eb515d269244b641ca7fa23bdc76d428	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726043/IC-2059_474_Arch_lib50626_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726043/IC-2059_474_Arch_lib50626_3302_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726043/IC-2059_474_Arch_lib50626_3302_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726043/IC-2059_474_Arch_lib50626_3302_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726043/IC-2059_474_Arch_lib50626_3302_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726043/IC-2059_474_Arch_lib50626_3302_1_2.fastq.bz2	FASTQ;FASTQ	74681631	77244977b38120fda03099a7f0eb58b3	ftp.sra.ebi.ac.uk/vol1/err/ERR272/003/ERR2726043	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/003/ERR2726043	ftp.sra.ebi.ac.uk/vol1/err/ERR272/003/ERR2726043				IC-2059_474_Arch		Cattle rumen microbiota for IC-2059_474_Arch	0	2018-08-03
PRJEB28065	ERP110230	SAMEA4817616	ERS2637511	ERX2739488	ERR2726044	ERA1556465	1284369	stomach metagenome	ILLUMINA	Illumina HiSeq 2500		230	PAIRED	AMPLICON	METAGENOMIC	PCR	173771	104610142	Center for Quantitative Genetics and Genomics	2018-09-20	2018-11-16	Illumina HiSeq 2500 paired end sequencing; 16S sequencing of the stomach fluid of IC-2059_262_Bact	16S rRNA sequence of rumen microbes in dairy cattle	REMRUM	16S for IC-2059_262_Bact	run_IC-2059_262_Bact	32471599;39078937	695acd25a11d8f4f03c872ff0e8b36eb;d76e3b79281bbce6aae43af9e31f4830	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2726044/ERR2726044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2726044/ERR2726044_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/004/ERR2726044/ERR2726044_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR272/004/ERR2726044/ERR2726044_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2726044/ERR2726044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR272/004/ERR2726044/ERR2726044_2.fastq.gz	25218924;31067428	8d20e6bfe0edcf138b12ada451d5afce;9bb7171381bac8ba9f8d03c7c6c1f35f	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726044/IC-2059_262_Bact_lib49184_3294_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726044/IC-2059_262_Bact_lib49184_3294_1_2.fastq.bz2	fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726044/IC-2059_262_Bact_lib49184_3294_1_1.fastq.bz2;fasp.sra.ebi.ac.uk:/vol1/run/ERR272/ERR2726044/IC-2059_262_Bact_lib49184_3294_1_2.fastq.bz2	ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726044/IC-2059_262_Bact_lib49184_3294_1_1.fastq.bz2;ftp.sra.ebi.ac.uk/vol1/run/ERR272/ERR2726044/IC-2059_262_Bact_lib49184_3294_1_2.fastq.bz2	FASTQ;FASTQ	73734618	275abd6917add1c0c2f38bc519e0b889	ftp.sra.ebi.ac.uk/vol1/err/ERR272/004/ERR2726044	fasp.sra.ebi.ac.uk:/vol1/err/ERR272/004/ERR2726044	ftp.sra.ebi.ac.uk/vol1/err/ERR272/004/ERR2726044				IC-2059_262_Bact		Cattle rumen microbiota for IC-2059_262_Bact	0	2018-08-03
